category_genre,categoryId,category_name
小カテゴリ,12-101-422,とうもろこし
小カテゴリ,12-101-28,うり（瓜）
小カテゴリ,12-101-515,ささげ
小カテゴリ,12-101-1533,そうめんかぼちゃ
小カテゴリ,12-101-2037,つるむらさき
小カテゴリ,12-102-15,れんこん
小カテゴリ,12-102-16,かぶ
小カテゴリ,12-102-18,山芋
小カテゴリ,12-102-847,長芋
小カテゴリ,12-102-1534,ぎんなん(銀杏)
小カテゴリ,12-102-449,春菊
小カテゴリ,12-102-319,チンゲン菜
小カテゴリ,12-102-452,大和芋
小カテゴリ,12-102-2038,バターナッツかぼちゃ
小カテゴリ,12-103-308,里芋
小カテゴリ,12-103-3,水菜
小カテゴリ,12-103-4,にら
小カテゴリ,12-103-314,セロリ
小カテゴリ,12-103-34,カリフラワー
小カテゴリ,12-103-8,長ネギ（ねぎ）
小カテゴリ,12-103-442,くわい
小カテゴリ,12-103-514,わさび菜
小カテゴリ,12-103-451,ユリ根
小カテゴリ,12-104-1539,ヤーコン
小カテゴリ,12-104-1540,にんにくの芽
小カテゴリ,12-104-1541,芽キャベツ
小カテゴリ,12-104-1542,高菜
小カテゴリ,12-104-1543,らっきょう
小カテゴリ,12-104-1544,ラディッシュ
小カテゴリ,12-104-1545,むかご
小カテゴリ,12-104-1546,かいわれ大根
小カテゴリ,12-104-1547,スプラウト
小カテゴリ,12-104-1548,エシャロット
小カテゴリ,12-104-1960,その他の野菜
小カテゴリ,12-104-2039,おかひじき
小カテゴリ,12-104-2040,ケール
小カテゴリ,12-105-75,しいたけ
小カテゴリ,12-105-339,エリンギ
小カテゴリ,12-105-78,えのき
小カテゴリ,12-105-76,しめじ
小カテゴリ,12-105-77,まいたけ
小カテゴリ,12-105-337,松茸
小カテゴリ,12-105-79,なめこ
小カテゴリ,12-105-338,マッシュルーム
小カテゴリ,12-105-2041,ひらたけ
小カテゴリ,12-105-80,その他のきのこ
小カテゴリ,12-107-36,みょうが
小カテゴリ,12-107-316,生姜（新生姜）
小カテゴリ,12-107-448,しそ・大葉
小カテゴリ,12-107-9,ガーリック・にんにく
小カテゴリ,12-107-513,とうがらし・葉唐辛子
小カテゴリ,12-107-856,万能ねぎ
小カテゴリ,12-107-450,パセリ
小カテゴリ,12-107-1535,パクチー
小カテゴリ,12-107-1536,ローズマリー
小カテゴリ,12-107-1537,バジル
小カテゴリ,12-107-1538,フェンネル
小カテゴリ,13-108-490,ちくわ
小カテゴリ,13-108-107,はんぺん
小カテゴリ,13-108-1635,さつま揚げ
小カテゴリ,13-108-529,がんもどき
小カテゴリ,13-108-528,かまぼこ
小カテゴリ,13-108-530,カニカマ
小カテゴリ,13-108-108,その他の練物
小カテゴリ,13-109-531,缶詰
小カテゴリ,13-109-1636,カニ缶
小カテゴリ,13-109-1637,さば缶
小カテゴリ,13-109-1638,トマト缶
小カテゴリ,13-109-843,ツナ缶
小カテゴリ,13-109-1639,鮭缶
小カテゴリ,13-109-1640,缶詰アレンジ
小カテゴリ,13-109-110,インスタントラーメン
小カテゴリ,13-109-111,冷凍食品
小カテゴリ,13-109-109,シリアル
小カテゴリ,13-109-112,レトルト食品
小カテゴリ,13-109-2050,オイルサーディン
小カテゴリ,13-109-2062,グラノーラ
小カテゴリ,13-109-2064,オートミール
小カテゴリ,13-109-113,その他の加工食品
小カテゴリ,13-111-1648,糸こんにゃく
小カテゴリ,13-111-1649,玉こんにゃく
小カテゴリ,13-111-1650,板こんにゃく
小カテゴリ,13-111-124,その他のこんにゃく
小カテゴリ,13-112-125,しらたき
小カテゴリ,13-113-120,ひじき
小カテゴリ,13-113-73,わかめ
小カテゴリ,13-113-335,もずく
小カテゴリ,13-113-72,昆布
小カテゴリ,13-113-336,海苔
小カテゴリ,13-113-1651,切り昆布
小カテゴリ,13-113-1652,塩昆布
小カテゴリ,13-113-1653,めかぶ
小カテゴリ,13-113-2065,茎わかめ
小カテゴリ,13-113-74,その他の海藻
小カテゴリ,13-114-491,切り干し大根
小カテゴリ,13-114-350,春雨
小カテゴリ,13-114-119,きくらげ
小カテゴリ,13-114-533,麩
小カテゴリ,13-114-117,かんぴょう
小カテゴリ,13-114-492,干し椎茸
小カテゴリ,13-114-534,佃煮
小カテゴリ,13-114-121,かつお節（鰹節）
小カテゴリ,13-114-1654,ちりめん山椒
小カテゴリ,13-114-123,その他の乾物
小カテゴリ,13-115-126,その他の食材
小カテゴリ,14-121-553,オムライス
小カテゴリ,14-122-552,チキンライス
小カテゴリ,14-123-567,ハヤシライス
小カテゴリ,14-124-568,タコライス
小カテゴリ,14-125-569,ロコモコ
小カテゴリ,14-126-303,パエリア
小カテゴリ,14-127-1310,エビピラフ
小カテゴリ,14-127-1311,カレーピラフ
小カテゴリ,14-127-142,その他のピラフ
小カテゴリ,14-128-145,その他○○ライス
小カテゴリ,14-129-560,ちらし寿司
小カテゴリ,14-129-559,いなり寿司
小カテゴリ,14-129-561,手巻き寿司
小カテゴリ,14-129-890,巻き寿司
小カテゴリ,14-129-889,押し寿司
小カテゴリ,14-129-888,にぎり寿司・手まり寿司
小カテゴリ,14-129-891,お祝い・パーティ寿司
小カテゴリ,14-129-1313,すし飯
小カテゴリ,14-129-140,その他の寿司
小カテゴリ,14-130-544,豚丼
小カテゴリ,14-130-1314,天津丼・天津飯
小カテゴリ,14-130-546,中華丼
小カテゴリ,14-130-542,カツ丼
小カテゴリ,14-130-548,天丼
小カテゴリ,14-130-547,海鮮丼
小カテゴリ,14-130-1315,しらす丼
小カテゴリ,14-130-1316,三色丼・そぼろ丼
小カテゴリ,14-130-540,玉子丼
小カテゴリ,14-130-545,鶏丼
小カテゴリ,14-130-2143,ステーキ丼
小カテゴリ,14-130-135,その他のどんぶり
小カテゴリ,14-131-1317,キムチチャーハン
小カテゴリ,14-131-892,あんかけチャーハン
小カテゴリ,14-131-1318,レタスチャーハン
小カテゴリ,14-131-1319,納豆チャーハン
小カテゴリ,14-131-1320,高菜チャーハン
小カテゴリ,14-131-893,アレンジチャーハン
小カテゴリ,14-131-136,その他のチャーハン
小カテゴリ,14-131-894,ナシゴレン
小カテゴリ,14-131-554,そばめし
小カテゴリ,14-132-1321,栗ご飯
小カテゴリ,14-132-555,おこわ・赤飯
小カテゴリ,14-132-1322,たけのこご飯
小カテゴリ,14-132-1323,鯛めし
小カテゴリ,14-132-2144,とうもろこしご飯
小カテゴリ,14-132-1324,豆ごはん
小カテゴリ,14-132-1325,松茸ご飯
小カテゴリ,14-132-1326,鶏飯
小カテゴリ,14-132-1327,深川飯
小カテゴリ,14-132-2099,ひじきご飯
小カテゴリ,14-132-1328,かやくご飯
小カテゴリ,14-132-138,混ぜご飯
小カテゴリ,14-132-137,その他の炊き込みご飯
小カテゴリ,14-133-139,おかゆ
小カテゴリ,14-133-557,雑炊
小カテゴリ,14-133-558,おじや
小カテゴリ,14-134-550,肉巻きおにぎり
小カテゴリ,14-134-549,焼きおにぎり
小カテゴリ,14-134-1329,スパムおにぎり
小カテゴリ,14-134-141,その他のおにぎり
小カテゴリ,14-135-570,残りごはん・冷ごはん
小カテゴリ,14-135-571,お茶漬け
小カテゴリ,14-135-2146,とろろ・麦とろご飯
小カテゴリ,14-135-143,ドリア
小カテゴリ,14-135-2145,ガーリックライス
小カテゴリ,15-137-590,ミートソース
小カテゴリ,15-138-155,クリーム系パスタ
小カテゴリ,15-139-157,オイル・塩系パスタ
小カテゴリ,15-140-900,チーズ系パスタ
小カテゴリ,15-141-592,バジルソース系パスタ
小カテゴリ,15-142-156,和風パスタ
小カテゴリ,15-143-357,冷製パスタ
小カテゴリ,15-144-242,パスタソース
小カテゴリ,15-145-591,スープスパ・スープパスタ
小カテゴリ,15-146-158,その他のパスタ
小カテゴリ,15-147-905,ニョッキ
小カテゴリ,15-151-810,ラザニア
小カテゴリ,16-152-913,カレーうどん
小カテゴリ,16-152-1332,鍋焼きうどん
小カテゴリ,16-152-911,サラダうどん
小カテゴリ,16-152-1333,冷やしうどん
小カテゴリ,16-152-1334,きつねうどん
小カテゴリ,16-152-1335,肉うどん
小カテゴリ,16-152-912,煮込みうどん
小カテゴリ,16-152-1336,釜揚げうどん
小カテゴリ,16-152-572,焼うどん
小カテゴリ,16-152-1337,ぶっかけうどん
小カテゴリ,16-152-150,アレンジうどん
小カテゴリ,16-153-915,あったかい蕎麦
小カテゴリ,16-153-916,冷たい蕎麦
小カテゴリ,16-153-149,アレンジそば
小カテゴリ,16-153-917,そば寿司
小カテゴリ,16-154-151,素麺・冷麦
小カテゴリ,16-154-573,にゅうめん
小カテゴリ,16-154-918,アレンジそうめん
小カテゴリ,16-155-1338,あんかけ焼きそば
小カテゴリ,16-155-575,塩焼きそば
小カテゴリ,16-155-574,ソース焼きそば
小カテゴリ,16-155-2147,かた焼きそば
小カテゴリ,16-155-2148,オムそば
小カテゴリ,16-155-152,アレンジ焼きそば
小カテゴリ,16-156-1339,味噌ラーメン
小カテゴリ,16-156-1340,塩ラーメン
小カテゴリ,16-156-1341,冷やしラーメン
小カテゴリ,16-156-1342,醤油ラーメン
小カテゴリ,16-156-1343,トマトラーメン
小カテゴリ,16-156-1344,豚骨ラーメン
小カテゴリ,16-156-1345,ラーメンサラダ
小カテゴリ,16-156-1346,その他のラーメン
小カテゴリ,16-156-919,ラーメンスープ・つけだれ
小カテゴリ,16-158-920,おやき
小カテゴリ,16-158-921,おかず系のクレープ
小カテゴリ,17-159-1355,あさり味噌汁
小カテゴリ,17-159-1356,しじみ味噌汁
小カテゴリ,17-159-1358,なめこの味噌汁
小カテゴリ,17-159-2155,豆腐の味噌汁
小カテゴリ,17-159-2151,大根の味噌汁
小カテゴリ,17-159-2156,油揚げの味噌汁
小カテゴリ,17-159-2150,玉ねぎの味噌汁
小カテゴリ,17-159-2152,キャベツの味噌汁
小カテゴリ,17-159-2157,じゃがいもの味噌汁
小カテゴリ,17-159-1357,なすの味噌汁
小カテゴリ,17-159-2154,白菜の味噌汁
小カテゴリ,17-159-2149,かぶの味噌汁
小カテゴリ,17-159-2158,ほうれん草の味噌汁
小カテゴリ,17-159-2153,小松菜の味噌汁
小カテゴリ,17-159-2159,さつまいもの味噌汁
小カテゴリ,17-159-814,その他の味噌汁
小カテゴリ,17-160-813,お吸い物
小カテゴリ,17-161-790,豚汁
小カテゴリ,17-162-1360,冷汁
小カテゴリ,17-162-1361,粕汁
小カテゴリ,17-162-1362,すまし汁
小カテゴリ,17-162-1363,あら汁
小カテゴリ,17-162-1364,つみれ汁
小カテゴリ,17-162-815,その他の汁物
小カテゴリ,17-164-1367,ワンタンスープ
小カテゴリ,17-164-1368,わかめスープ
小カテゴリ,17-164-1369,春雨スープ
小カテゴリ,17-164-89,その他の中華スープ
小カテゴリ,17-165-479,和風スープ
小カテゴリ,17-166-480,韓国風スープ
小カテゴリ,17-167-86,コンソメスープ
小カテゴリ,17-168-87,トマトスープ
小カテゴリ,17-169-481,野菜スープ
小カテゴリ,17-170-90,クリームスープ
小カテゴリ,17-171-88,コーンスープ・ポタージュ
小カテゴリ,17-173-2160,卵スープ
小カテゴリ,17-173-341,オニオンスープ
小カテゴリ,17-173-926,オニオングラタンスープ
小カテゴリ,17-173-2162,玉ねぎスープ
小カテゴリ,17-173-2161,白菜スープ
小カテゴリ,17-173-345,にんじんスープ
小カテゴリ,17-173-346,モロヘイヤスープ
小カテゴリ,17-173-340,豆乳スープ
小カテゴリ,17-173-343,豆スープ
小カテゴリ,17-173-524,ビシソワーズ
小カテゴリ,17-173-1370,冷製スープ
小カテゴリ,17-173-91,その他のスープ
小カテゴリ,18-184-946,豆腐サラダ
小カテゴリ,18-184-949,魚介のサラダ
小カテゴリ,18-184-950,お肉を使ったサラダ
小カテゴリ,18-184-1412,豚しゃぶ・冷しゃぶサラダ
小カテゴリ,18-184-2163,水菜サラダ
小カテゴリ,18-184-945,ツナサラダ
小カテゴリ,18-184-947,海藻サラダ
小カテゴリ,18-184-943,トマトサラダ
小カテゴリ,18-184-1408,キャベツサラダ
小カテゴリ,18-184-1409,人参サラダ
小カテゴリ,18-184-948,ゴーヤサラダ
小カテゴリ,18-184-1410,アボカドサラダ
小カテゴリ,18-184-1411,切り干し大根サラダ
小カテゴリ,18-185-951,マヨネーズを使ったサラダ
小カテゴリ,18-186-952,ナンプラーを使ったサラダ
小カテゴリ,18-187-796,シーザーサラダ
小カテゴリ,18-188-953,和風のサラダ
小カテゴリ,18-188-954,中華サラダ
小カテゴリ,18-188-955,イタリアンサラダ
小カテゴリ,18-188-956,韓国風のサラダ
小カテゴリ,18-188-957,洋風・デリ風のサラダ
小カテゴリ,18-188-958,アジアンサラダ
小カテゴリ,18-189-797,スパゲティサラダ
小カテゴリ,18-190-959,ホットサラダ・温野菜
小カテゴリ,18-191-794,その他のサラダ
小カテゴリ,19-192-239,トマトソース
小カテゴリ,19-192-241,タルタルソース
小カテゴリ,19-192-1553,バジルソース
小カテゴリ,19-192-1554,ホワイトソース
小カテゴリ,19-192-1555,ステーキソース
小カテゴリ,19-192-1556,サルサソース
小カテゴリ,19-192-1557,ハンバーグソース
小カテゴリ,19-192-960,デミグラスソース
小カテゴリ,19-192-1558,バーニャカウダソース
小カテゴリ,19-192-627,マヨネーズ
小カテゴリ,19-192-1559,ピザソース
小カテゴリ,19-192-1560,チリソース
小カテゴリ,19-192-963,ジェノベーゼソース
小カテゴリ,19-192-961,照り焼きソース
小カテゴリ,19-192-962,オーロラソース
小カテゴリ,19-192-240,クリームソース
小カテゴリ,19-192-287,フルーツソース
小カテゴリ,19-192-243,お肉に合うソース
小カテゴリ,19-192-244,シーフードに合うソース
小カテゴリ,19-192-245,その他のソース
小カテゴリ,19-193-966,焼肉のたれ
小カテゴリ,19-193-1561,冷やし中華のたれ
小カテゴリ,19-193-965,ごまだれ
小カテゴリ,19-193-1562,焼き鳥のたれ
小カテゴリ,19-193-363,ラー油・食べるラー油
小カテゴリ,19-193-967,マリネ液
小カテゴリ,19-193-964,餃子のタレ
小カテゴリ,19-193-246,お肉に合うタレ
小カテゴリ,19-193-247,シーフードに合うタレ
小カテゴリ,19-193-248,野菜に合うタレ
小カテゴリ,19-193-2088,ローストビーフのたれ
小カテゴリ,19-193-2089,バンバンジーのたれ
小カテゴリ,19-193-249,その他のタレ
小カテゴリ,19-194-250,めんつゆ
小カテゴリ,19-194-1563,そばつゆ・そうめんつゆ
小カテゴリ,19-194-251,天つゆ
小カテゴリ,19-194-252,その他のつゆ
小カテゴリ,19-195-1564,ほんだし
小カテゴリ,19-195-1565,白だし
小カテゴリ,19-195-300,その他のだし
小カテゴリ,19-196-253,フレンチドレッシング
小カテゴリ,19-196-256,和風ドレッシング
小カテゴリ,19-196-254,イタリアンドレッシング
小カテゴリ,19-196-255,中華ドレッシング
小カテゴリ,19-196-968,シーザードレッシング
小カテゴリ,19-196-969,ゴマドレッシング
小カテゴリ,19-196-257,マヨネーズ系ドレッシング
小カテゴリ,19-196-2069,玉ねぎドレッシング
小カテゴリ,19-196-258,その他のドレッシング
小カテゴリ,20-197-970,お弁当のおかず全般
小カテゴリ,20-198-971,赤色系のおかず
小カテゴリ,20-198-972,黄色系のおかず
小カテゴリ,20-198-973,緑系のおかず
小カテゴリ,20-198-974,白系のおかず
小カテゴリ,20-198-975,黒・茶系のおかず
小カテゴリ,20-199-976,作り置き・冷凍できるおかず
小カテゴリ,20-199-2185,作り置きの野菜
小カテゴリ,20-200-977,すきまおかず
小カテゴリ,20-201-978,使い回しおかず
小カテゴリ,20-202-214,ごはんのお弁当（子供用）
小カテゴリ,20-202-215,パンのお弁当（子供用）
小カテゴリ,20-202-216,おにぎりのお弁当（子供用）
小カテゴリ,20-202-218,かわいいおかず
小カテゴリ,20-202-219,その他のお弁当（子供用）
小カテゴリ,20-202-979,パスタのお弁当（子供）
小カテゴリ,20-202-2104,幼稚園のお弁当
小カテゴリ,20-202-2178,1歳のお弁当
小カテゴリ,20-202-2179,2歳のお弁当
小カテゴリ,20-203-220,ごはんのお弁当（大人用）
小カテゴリ,20-203-221,パンのお弁当（大人用）
小カテゴリ,20-203-222,おにぎりのお弁当（大人用）
小カテゴリ,20-203-224,お弁当のおかず（大人用）
小カテゴリ,20-203-980,パスタのお弁当（大人用）
小カテゴリ,20-203-225,その他のお弁当（大人用）
小カテゴリ,21-204-985,アイシングクッキー
小カテゴリ,21-204-1442,おからクッキー
小カテゴリ,21-204-1443,ホットケーキミックスでクッキー
小カテゴリ,21-204-1444,チョコチップクッキー
小カテゴリ,21-204-1445,豆乳クッキー
小カテゴリ,21-204-498,その他のクッキー
小カテゴリ,21-204-610,ビスケット
小カテゴリ,21-204-611,サブレ
小カテゴリ,21-205-625,レアチーズケーキ
小カテゴリ,21-205-986,ベイクドチーズケーキ
小カテゴリ,21-205-1446,スフレチーズケーキ
小カテゴリ,21-205-189,その他のチーズケーキ
小カテゴリ,21-206-497,ロールケーキ
小カテゴリ,21-206-190,スポンジケーキ
小カテゴリ,21-206-1449,バナナケーキ
小カテゴリ,21-206-623,モンブラン
小カテゴリ,21-206-1450,レモンケーキ
小カテゴリ,21-206-188,ショートケーキ
小カテゴリ,21-206-1451,ミルクレープ
小カテゴリ,21-206-1452,フルーツケーキ
小カテゴリ,21-206-194,その他のケーキ
小カテゴリ,21-207-817,アップルパイ
小カテゴリ,21-207-1454,ミートパイ
小カテゴリ,21-207-193,タルト
小カテゴリ,21-207-306,パイ
小カテゴリ,21-207-622,ミルフィーユ
小カテゴリ,21-207-987,タルト台
小カテゴリ,21-208-989,ガトーショコラ
小カテゴリ,21-208-607,生チョコ
小カテゴリ,21-208-608,ブラウニー
小カテゴリ,21-208-988,チョコレートケーキ
小カテゴリ,21-208-1120,トリュフ
小カテゴリ,21-208-1455,ザッハトルテ
小カテゴリ,21-208-201,その他のチョコレート
小カテゴリ,21-209-507,マフィン
小カテゴリ,21-209-499,スコーン
小カテゴリ,21-210-990,カップケーキ
小カテゴリ,21-210-609,マカロン
小カテゴリ,21-210-619,マドレーヌ
小カテゴリ,21-210-1457,ワッフル
小カテゴリ,21-210-991,フィナンシェ
小カテゴリ,21-210-202,その他の焼き菓子
小カテゴリ,21-211-1458,かぼちゃプリン
小カテゴリ,21-211-1459,マンゴープリン
小カテゴリ,21-211-1460,豆乳プリン
小カテゴリ,21-211-1461,カスタードプリン
小カテゴリ,21-211-1462,焼きプリン
小カテゴリ,21-211-197,その他のプリン・プディング
小カテゴリ,21-212-195,シュークリーム
小カテゴリ,21-212-992,エクレア
小カテゴリ,21-214-200,カステラ
小カテゴリ,21-214-184,おはぎ
小カテゴリ,21-214-598,ぜんざい
小カテゴリ,21-214-95,おしるこ
小カテゴリ,21-214-1471,白玉団子
小カテゴリ,21-214-180,だんご
小カテゴリ,21-214-1472,みたらし団子
小カテゴリ,21-214-183,どら焼き
小カテゴリ,21-214-182,羊羹
小カテゴリ,21-214-1473,水ようかん
小カテゴリ,21-214-1474,芋ようかん
小カテゴリ,21-214-599,ういろう
小カテゴリ,21-214-1475,かりんとう
小カテゴリ,21-214-597,大福
小カテゴリ,21-214-181,まんじゅう
小カテゴリ,21-214-600,くずもち
小カテゴリ,21-214-596,わらび餅
小カテゴリ,21-214-185,お餅
小カテゴリ,21-214-186,せんべい
小カテゴリ,21-214-187,その他の和菓子
小カテゴリ,21-215-1453,ホットケーキ・パンケーキ
小カテゴリ,21-216-602,焼きドーナツ
小カテゴリ,21-216-603,生ドーナツ
小カテゴリ,21-216-196,その他のドーナツ
小カテゴリ,21-217-1476,大学芋
小カテゴリ,21-217-2164,マロングラッセ
小カテゴリ,21-217-614,マシュマロ
小カテゴリ,21-217-616,クレープ
小カテゴリ,21-217-2165,ポップコーン
小カテゴリ,21-217-1477,パフェ
小カテゴリ,21-217-1478,コンポート
小カテゴリ,21-217-620,水切りヨーグルト
小カテゴリ,21-217-199,ヨーグルトを使ったお菓子
小カテゴリ,21-217-1479,生キャラメル
小カテゴリ,21-217-626,飴・キャンディー
小カテゴリ,21-217-122,ドライフルーツ
小カテゴリ,21-217-212,世界のお菓子
小カテゴリ,21-217-213,創作・オリジナルお菓子
小カテゴリ,21-217-205,その他のお菓子
小カテゴリ,21-218-1480,生クリーム
小カテゴリ,21-218-1481,カスタードクリーム
小カテゴリ,21-218-294,チョコレートクリーム
小カテゴリ,21-218-295,ピーナツクリーム
小カテゴリ,21-218-296,キャラメルクリーム
小カテゴリ,21-218-297,バタークリーム
小カテゴリ,21-218-298,ゴマクリーム
小カテゴリ,21-218-299,その他のクリーム
小カテゴリ,21-218-1482,梅ジャム
小カテゴリ,21-218-291,ブルーベリージャム
小カテゴリ,21-218-288,オレンジジャム・マーマレード
小カテゴリ,21-218-289,イチゴジャム
小カテゴリ,21-218-290,リンゴジャム
小カテゴリ,21-218-293,ミルクジャム
小カテゴリ,21-218-292,その他のジャム
小カテゴリ,21-218-993,コンフィチュール
小カテゴリ,22-219-165,バゲット・フランスパン
小カテゴリ,22-219-166,カンパーニュ
小カテゴリ,22-219-994,エピ
小カテゴリ,22-219-995,全粒粉・ライ麦・雑穀パン
小カテゴリ,22-220-173,ベーグル
小カテゴリ,22-220-996,イングリッシュマフィン
小カテゴリ,22-220-1002,米粉パン
小カテゴリ,22-220-167,ロールパン
小カテゴリ,22-220-997,レーズンパン
小カテゴリ,22-220-999,ミルクパン
小カテゴリ,22-220-1001,白パン
小カテゴリ,22-220-1000,胡桃パン
小カテゴリ,22-220-998,丸パン
小カテゴリ,22-221-1438,ラスク
小カテゴリ,22-221-1439,塩ケーキ（ケークサレ）
小カテゴリ,22-221-1003,シナモンロール
小カテゴリ,22-221-209,メロンパン
小カテゴリ,22-221-207,クリームパン
小カテゴリ,22-221-206,あんぱん
小カテゴリ,22-221-1440,揚げパン
小カテゴリ,22-221-211,その他の菓子パン
小カテゴリ,22-222-169,クロワッサン
小カテゴリ,22-222-168,デニッシュ
小カテゴリ,22-223-1009,白神こだま酵母
小カテゴリ,22-223-1006,ホシノ天然酵母
小カテゴリ,22-223-1007,パネトーネマザー
小カテゴリ,22-223-1008,あこ天然酵母
小カテゴリ,22-223-1005,自家製酵母を使ったパン
小カテゴリ,22-223-1004,自家製酵母の作り方
小カテゴリ,22-223-365,その他の酵母
小カテゴリ,22-227-358,フォカッチャ
小カテゴリ,22-227-1014,ブリオッシュ
小カテゴリ,22-227-585,ピタサンド・ピタパン
小カテゴリ,22-227-1015,プレッツェル
小カテゴリ,22-227-1012,グリッシーニ
小カテゴリ,22-229-1433,ハンバーガー
小カテゴリ,22-229-1434,ホットドッグ
小カテゴリ,22-229-1435,ガーリックトースト
小カテゴリ,22-229-587,カレーパン
小カテゴリ,22-229-1436,ピザトースト
小カテゴリ,22-229-1016,コーンパン
小カテゴリ,22-229-1017,焼きそばパン
小カテゴリ,22-229-1018,チーズパン
小カテゴリ,22-229-1019,マヨネーズを使ったパン
小カテゴリ,22-229-1437,その他の惣菜パン
小カテゴリ,22-230-175,その他
小カテゴリ,22-231-1020,牛乳・卵を使わないパン
小カテゴリ,22-231-1021,オイルを使わないパン
小カテゴリ,23-234-100,その他の鍋
小カテゴリ,24-238-1896,アウトドア料理・キャンプ飯
小カテゴリ,24-238-1051,ダッチオーブン
小カテゴリ,24-238-1050,燻製
小カテゴリ,24-238-1045,バーベキューの野菜料理
小カテゴリ,24-238-1046,バーベキューの肉料理
小カテゴリ,24-238-1047,バーベキューのご飯もの
小カテゴリ,24-238-1048,バーベキューの海の幸料理
小カテゴリ,24-238-1049,バーベキューの山の幸・川の幸料理
小カテゴリ,24-238-374,バーベキュー向けアレンジ
小カテゴリ,24-244-386,その他イベント
小カテゴリ,25-248-1059,ビーフストロガノフ
小カテゴリ,25-248-1060,ボルシチ
小カテゴリ,25-248-1061,ピロシキ
小カテゴリ,25-248-1062,ロシアンティー
小カテゴリ,25-248-1063,ペリメニ
小カテゴリ,25-248-1064,その他のロシア料理
小カテゴリ,25-255-740,シュトーレン
小カテゴリ,25-255-736,ザワークラウト
小カテゴリ,25-255-738,バームクーヘン
小カテゴリ,25-255-737,アイスバイン
小カテゴリ,25-255-739,トルテ
小カテゴリ,25-255-741,その他のドイツ料理
小カテゴリ,25-256-733,スパニッシュオムレツ
小カテゴリ,25-256-732,ガスパチョ
小カテゴリ,25-256-734,チュロス
小カテゴリ,25-256-1827,アヒージョ
小カテゴリ,25-256-1828,ピンチョス
小カテゴリ,25-256-735,その他のスペイン料理
小カテゴリ,25-257-716,ケバブ
小カテゴリ,25-257-717,トルコアイス
小カテゴリ,25-257-718,キョフテ
小カテゴリ,25-257-2082,フムス
小カテゴリ,25-257-720,その他のトルコ料理
小カテゴリ,20-258-981,部活のお弁当
小カテゴリ,26-260-1068,ビールに合うおつまみ
小カテゴリ,26-260-1069,ワインに合うおつまみ
小カテゴリ,26-260-1070,日本酒に合うおつまみ
小カテゴリ,26-260-1071,焼酎に合うおつまみ
小カテゴリ,26-260-1072,混ぜるだけでおつまみ
小カテゴリ,26-260-1073,火を使わないでおつまみ
小カテゴリ,26-260-1074,フライパンだけでおつまみ
小カテゴリ,26-261-402,小麦を使わない（小麦アレルギー）
小カテゴリ,26-261-403,卵を使わない（卵アレルギー）
小カテゴリ,26-261-404,蕎麦を使わない（そばアレルギー）
小カテゴリ,26-261-405,牛乳を使わない（牛乳アレルギー）
小カテゴリ,26-261-406,大豆を使わない（大豆アレルギー）
小カテゴリ,26-261-407,ピーナツを使わない（ピーナッツアレルギー）
小カテゴリ,26-261-408,チョコレートを使わない
小カテゴリ,26-261-413,お肉を使わない
小カテゴリ,26-261-414,魚介類を使わない
小カテゴリ,26-261-415,火を使わない料理
小カテゴリ,26-261-416,包丁を使わない料理
小カテゴリ,26-261-1121,ミキサーを使わない料理
小カテゴリ,26-261-417,化学調味料を使わない
小カテゴリ,26-261-418,油を使わない
小カテゴリ,26-261-419,その他○○を使わない（材料）
小カテゴリ,26-261-501,その他○○で作れる（材料）
小カテゴリ,26-261-502,その他○○を使わない（調理器具）
小カテゴリ,26-262-1085,春のおもてなし料理
小カテゴリ,26-262-1086,夏のおもてなし料理
小カテゴリ,26-262-1087,秋のおもてなし料理
小カテゴリ,26-262-1088,冬のおもてなし料理
小カテゴリ,26-262-1076,メイン料理
小カテゴリ,26-262-1077,前菜・サラダ
小カテゴリ,26-262-1078,魚のおもてなし料理
小カテゴリ,26-262-1079,お肉のおもてなし料理
小カテゴリ,26-262-1080,ごはんのおもてなし料理
小カテゴリ,26-262-1081,デザート
小カテゴリ,26-262-1082,おもてなしもう一品
小カテゴリ,26-262-1083,彩鮮やか
小カテゴリ,26-262-1084,前日に作り置き
小カテゴリ,26-262-2059,オードブル
小カテゴリ,26-265-1114,料理のちょいテク・裏技
小カテゴリ,27-266-1585,カプチーノ
小カテゴリ,27-266-275,エスプレッソ
小カテゴリ,27-266-1586,アイスコーヒー
小カテゴリ,27-266-274,カフェオレ
小カテゴリ,27-266-1587,カフェラテ
小カテゴリ,27-266-1588,フラペチーノ
小カテゴリ,27-266-276,フレーバーコーヒー
小カテゴリ,27-266-277,アルコール入りコーヒー
小カテゴリ,27-266-764,ベトナムコーヒー
小カテゴリ,27-266-278,その他のコーヒー
小カテゴリ,27-267-269,緑茶
小カテゴリ,27-267-1959,抹茶
小カテゴリ,27-267-1589,ほうじ茶
小カテゴリ,27-267-1590,玄米茶
小カテゴリ,27-267-270,紅茶
小カテゴリ,27-267-1591,ミルクティー
小カテゴリ,27-267-1592,アールグレイ
小カテゴリ,27-267-1593,ダージリン
小カテゴリ,27-267-1594,アッサム
小カテゴリ,27-267-271,烏龍茶（ウーロン茶）
小カテゴリ,27-267-1595,中国茶
小カテゴリ,27-267-272,健康茶
小カテゴリ,27-267-1596,ジャスミン茶
小カテゴリ,27-267-273,その他のお茶
